SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Feb 19 11:11:50 GMT 2024
User: chemug
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: MAYP111795
Integration Time (usec): 50000 (MAYP111795)
Spectra Averaged: 25 (MAYP111795)
Boxcar Smoothing: 0 (MAYP111795)
Correct for Electrical Dark: No (MAYP111795)
Strobe/Lamp Enabled: No (MAYP111795)
Correct for Detector Non-linearity: No (MAYP111795)
Correct for Stray Light: No (MAYP111795)
Number of Pixels in Processed Spectrum: 2068
>>>>>Begin Processed Spectral Data<<<<<
200.20	79.16
200.67	19.00
201.13	28.40
201.60	26.80
202.07	36.84
202.54	37.60
203.01	57.04
203.48	55.72
203.95	61.48
204.42	48.40
204.88	48.44
205.35	48.16
205.82	45.80
206.29	48.24
206.76	50.16
207.23	52.04
207.69	49.08
208.16	47.16
208.63	44.52
209.10	44.36
209.57	55.72
210.04	53.56
210.51	53.44
210.97	49.00
211.44	54.20
211.91	51.04
212.38	55.12
212.85	56.20
213.31	50.88
213.78	54.92
214.25	44.20
214.72	53.24
215.19	51.80
215.65	45.48
216.12	55.96
216.59	50.00
217.06	50.32
217.53	50.76
217.99	60.24
218.46	43.20
218.93	45.96
219.40	49.36
219.86	56.80
220.33	56.36
220.80	46.72
221.27	54.12
221.74	40.80
222.20	45.24
222.67	53.56
223.14	55.64
223.61	52.28
224.07	49.24
224.54	52.12
225.01	63.96
225.48	58.28
225.94	51.28
226.41	59.52
226.88	52.24
227.34	48.12
227.81	59.52
228.28	51.08
228.75	47.80
229.21	55.24
229.68	52.56
230.15	47.24
230.62	47.96
231.08	42.84
231.55	51.32
232.02	51.32
232.48	48.16
232.95	50.16
233.42	58.28
233.88	53.96
234.35	52.32
234.82	46.04
235.28	45.84
235.75	50.28
236.22	52.60
236.69	55.88
237.15	50.92
237.62	51.84
238.09	51.40
238.55	57.56
239.02	49.00
239.49	50.60
239.95	57.80
240.42	51.56
240.88	53.80
241.35	59.60
241.82	48.72
242.28	51.88
242.75	45.56
243.22	59.76
243.68	59.32
244.15	60.64
244.62	57.08
245.08	56.00
245.55	48.08
246.01	50.28
246.48	42.60
246.95	52.04
247.41	56.92
247.88	62.52
248.34	48.92
248.81	55.00
249.28	54.68
249.74	55.40
250.21	63.40
250.67	56.28
251.14	55.20
251.61	59.52
252.07	57.48
252.54	51.52
253.00	50.52
253.47	52.96
253.94	54.84
254.40	59.44
254.87	59.12
255.33	49.04
255.80	54.84
256.26	58.28
256.73	55.88
